49.828602,32.854918,38.39252,139.138027,153.486287,136.409812,9.044194,135.451438,69.542988,144.23439,11.074662,138.918133,65.120254,146.965292,102.517665,0.000000
48.674003,33.064754,39.052719,138.249642,153.070352,135.899578,9.055121,136.576753,68.285504,144.359391,10.873931,139.41804,65.344849,146.179477,103.111551,0.000000
49.540753,32.241171,41.15141,136.173502,155.045848,135.347827,9.346342,135.825193,70.201425,145.142944,11.54178,140.677672,63.893247,145.884225,104.01529,0.000000
48.058061,32.069455,40.699996,135.819811,156.029688,134.335357,9.866652,136.235691,70.087352,144.969371,11.84268,140.967352,64.519893,145.128933,105.886706,0.000000
41.739918,33.816271,39.004328,135.191279,157.711257,126.430327,10.944695,135.741494,76.166022,140.780021,12.279904,140.300007,70.823914,141.088022,109.24787,0.000000
43.02733,34.26216,39.966548,133.459734,157.99792,129.677397,9.479451,135.508032,76.801873,140.135017,12.306062,137.473822,71.534595,142.345559,107.515546,0.000000
41.608971,32.796567,39.632459,132.551935,159.762655,130.146992,9.391391,137.122769,74.677612,140.55588,12.728582,138.006818,70.220173,142.046759,108.903093,0.000000
41.8526,31.753525,36.097979,138.627543,157.796692,129.505015,10.586614,136.720325,72.339188,142.093169,12.345019,138.21575,75.303756,137.329317,109.855794,0.000000
40.9675,31.465555,36.006912,139.002329,158.464051,130.311401,10.644285,136.781465,71.865619,142.450716,12.214323,138.256057,74.577987,138.307724,110.740737,0.000000
44.92804,31.13914,38.4711,128.803883,161.11287,129.698708,10.97314,137.761024,72.848878,142.11569,12.286809,137.83762,78.807657,135.807831,106.484833,0.000000
45.055085,31.483466,40.970595,128.185389,159.717076,128.610966,11.079004,137.01942,73.695671,142.450379,12.216778,137.257467,77.856362,137.277999,105.512516,0.000000
46.738211,31.007728,38.84734,131.221837,159.645097,126.663379,11.264749,137.690104,74.406759,141.087462,12.41165,136.789482,80.201871,135.597468,104.028671,0.000000
45.654717,31.876131,41.969318,130.112817,157.898076,130.271258,10.545748,137.05417,72.797766,142.37656,12.268849,136.772671,76.927338,137.028999,104.564219,0.000000
45.723471,32.37763,41.744517,131.135949,157.424975,129.565208,10.637218,136.897589,73.091013,141.835475,12.460463,136.387634,78.443352,135.565023,104.116546,0.000000
45.106371,31.921167,44.468377,127.918559,158.103686,130.526418,10.120264,137.013752,72.480581,142.577057,12.155091,136.222689,77.152107,137.205059,104.327515,0.000000
45.926639,31.40456,43.466409,128.161367,158.159908,129.55178,10.562122,137.325637,73.616651,141.265968,12.306231,136.867062,77.481157,136.681526,104.224576,0.000000
49.272982,33.692963,40.612407,130.052916,154.526282,153.006524,10.999303,128.168388,64.929029,149.569708,21.011624,119.345593,75.555256,144.370244,98.716074,0.000000
52.428762,33.611279,41.50335,129.549495,150.716878,153.501146,9.910185,129.091583,64.904739,149.672046,21.322469,119.079679,75.257504,144.429336,95.360688,0.000000
52.357187,33.044058,40.334662,129.446301,150.85009,143.392494,9.72948,131.075003,70.167893,144.334414,16.998685,125.11726,80.908534,139.261941,95.464264,0.000000
52.7664,32.849821,41.104453,130.202406,151.310768,142.287788,9.359234,131.901809,70.32174,144.133808,16.806349,125.414012,81.540641,138.883544,95.476402,0.000000
50.875424,32.864406,41.378556,128.88613,149.8867,142.308192,9.688178,131.639935,70.294751,143.295107,17.371122,124.895985,82.6955,136.811559,96.931625,0.000000
51.535521,30.269037,39.624705,127.211161,159.887838,140.198315,2.219089,130.485571,79.636994,145.512864,27.542409,126.170157,65.796486,152.905565,96.223298,0.000000
53.626451,29.408164,40.445477,126.545306,155.599489,142.122841,1.527641,130.221065,78.847338,146.699035,28.110194,124.128313,65.256657,154.492161,95.048756,0.000000
52.247973,29.923342,39.39742,126.557758,158.044154,142.51378,1.653459,129.146362,80.072316,146.914339,30.060869,121.724062,66.330346,154.166759,95.704665,0.000000
52.445636,29.626095,38.672668,124.527756,157.624401,141.287948,4.983231,131.210894,79.313252,145.286021,29.425069,115.615506,66.147486,153.459732,94.455879,0.000000
52.462126,30.0174,38.070056,125.167405,158.070497,141.010162,4.471638,131.880475,79.028768,145.372853,25.746897,118.119859,65.631768,154.492123,94.156848,0.000000
49.190707,29.626687,38.681113,121.693576,162.062002,143.137087,5.680874,128.672267,80.73407,145.52931,34.319791,109.786028,67.17581,153.794113,98.303563,0.000000
50.720271,29.351273,39.091952,122.515375,161.855415,142.183071,3.747169,130.738384,79.689532,145.620302,31.106652,113.52238,67.292423,154.113504,97.732484,0.000000
54.451718,30.007232,39.481441,124.034973,158.806189,139.408791,6.548893,126.903304,86.785675,142.936934,31.334519,111.569763,71.94551,151.496163,93.711656,0.000000
53.16014,29.804253,38.342238,125.41966,159.080862,140.254545,8.165996,125.527249,86.308398,143.416358,33.828909,107.75229,71.237665,151.993912,94.771041,0.000000
56.213729,30.049479,38.553995,125.685194,157.133575,141.324943,8.558664,125.127137,85.854022,144.922945,34.747866,108.017209,69.54522,153.236504,91.395782,0.000000
53.477044,29.23948,25.254906,135.830058,168.089219,141.655641,9.043838,129.022692,76.43566,147.256988,24.850499,122.368034,58.542322,155.40407,97.596695,0.000000
54.749537,29.665995,25.230874,136.361933,166.521709,142.053079,8.567887,129.140722,76.124409,147.567015,22.587325,124.6697,57.982554,156.324406,95.620724,0.000000
57.744767,30.481144,27.128637,135.342531,164.867317,141.4509,8.336235,127.76376,78.73669,147.637067,24.111472,122.635817,59.404845,155.821673,92.121783,0.000000
53.110362,29.421428,15.854435,137.573374,166.804214,138.579541,21.792928,115.909767,88.158832,139.096791,47.109352,93.075557,80.499936,140.995149,98.548337,0.000000
